R,G,B,C,Time
522.0,708.0,730.0,2142.0,177.3320007324
522.0,708.0,730.0,2142.0,177.6900024414
522.0,708.0,729.0,2142.0,178.0489959716
522.0,708.0,729.0,2141.0,178.4069976806
522.0,708.0,729.0,2141.0,178.7649993896
521.0,708.0,729.0,2141.0,179.1239929199
521.0,708.0,729.0,2140.0,179.4810028076
521.0,708.0,729.0,2140.0,179.8399963378
521.0,708.0,729.0,2140.0,180.1990051269
521.0,708.0,729.0,2140.0,180.5570068359
521.0,708.0,729.0,2139.0,180.9160003662
520.0,707.0,729.0,2139.0,181.2749938964
520.0,707.0,729.0,2139.0,181.6329956054
520.0,707.0,729.0,2139.0,181.9909973144
520.0,707.0,729.0,2139.0,182.3500061035
520.0,707.0,729.0,2138.0,182.7089996337
520.0,707.0,729.0,2138.0,183.0670013427
520.0,707.0,729.0,2138.0,183.4250030517
520.0,707.0,729.0,2138.0,183.7819976806
519.0,707.0,729.0,2137.0,184.141998291
519.0,707.0,729.0,2137.0,184.50100708
519.0,707.0,729.0,2137.0,184.8589935302
519.0,707.0,729.0,2137.0,185.2160034179
519.0,707.0,729.0,2137.0,185.5760040283
519.0,707.0,729.0,2136.0,185.9340057373
519.0,707.0,729.0,2136.0,186.2929992675
519.0,707.0,729.0,2136.0,186.6510009765
518.0,707.0,729.0,2136.0,187.0070037841
518.0,707.0,729.0,2136.0,187.3670043945
518.0,707.0,729.0,2135.0,187.7250061035
518.0,707.0,729.0,2135.0,188.0850067138
518.0,707.0,729.0,2135.0,188.442993164
518.0,706.0,729.0,2135.0,188.7989959716
518.0,706.0,729.0,2135.0,189.158996582
518.0,706.0,728.0,2134.0,189.516998291
517.0,706.0,728.0,2134.0,189.87600708
517.0,706.0,728.0,2133.0,190.2339935302
517.0,706.0,728.0,2133.0,190.5919952392
517.0,706.0,728.0,2133.0,190.9510040283
517.0,706.0,728.0,2133.0,191.3090057373
517.0,706.0,728.0,2133.0,191.6679992675
517.0,706.0,728.0,2133.0,192.0279998779
517.0,706.0,728.0,2133.0,192.3849945068
517.0,706.0,728.0,2132.0,192.7440032958
516.0,706.0,728.0,2132.0,193.1020050048
516.0,706.0,728.0,2132.0,193.4600067138
516.0,706.0,728.0,2132.0,193.817993164
516.0,706.0,728.0,2131.0,194.175994873
516.0,706.0,728.0,2131.0,194.5350036621
516.0,706.0,728.0,2131.0,194.893005371
516.0,706.0,728.0,2131.0,195.25
516.0,705.0,728.0,2131.0,195.6089935302
516.0,705.0,728.0,2131.0,195.9680023193
515.0,705.0,728.0,2130.0,196.3269958496
515.0,705.0,728.0,2130.0,196.6849975585
515.0,705.0,728.0,2130.0,197.0420074462
515.0,705.0,728.0,2130.0,197.4010009765
515.0,705.0,728.0,2130.0,197.7590026855
515.0,705.0,728.0,2130.0,198.1179962158
515.0,705.0,728.0,2129.0,198.4759979248
515.0,705.0,728.0,2129.0,198.8329925537
515.0,705.0,728.0,2129.0,199.1900024414
515.0,705.0,728.0,2129.0,199.5489959716
515.0,705.0,728.0,2129.0,199.908996582
514.0,705.0,728.0,2129.0,200.266998291
514.0,705.0,728.0,2129.0,200.6239929199
514.0,705.0,728.0,2128.0,200.9819946289
514.0,705.0,728.0,2128.0,201.3390045166
514.0,705.0,728.0,2128.0,201.6970062255
514.0,705.0,728.0,2128.0,202.0559997558
514.0,705.0,727.0,2127.0,202.4129943847
514.0,705.0,727.0,2127.0,202.7720031738
514.0,705.0,727.0,2127.0,203.1300048828
514.0,704.0,727.0,2127.0,203.4880065917
514.0,704.0,727.0,2127.0,203.8480072021
513.0,704.0,727.0,2127.0,204.205001831
513.0,704.0,727.0,2126.0,204.5639953613
513.0,704.0,727.0,2126.0,204.9219970703
513.0,704.0,727.0,2126.0,205.2799987792
513.0,704.0,727.0,2126.0,205.6390075683
513.0,704.0,727.0,2126.0,205.9960021972
513.0,704.0,727.0,2126.0,206.3549957275
513.0,704.0,727.0,2126.0,206.7129974365
513.0,704.0,727.0,2126.0,207.0709991455
513.0,704.0,727.0,2125.0,207.4270019531
513.0,704.0,727.0,2125.0,207.7850036621
